Time,Speed_kmh,TargetHeight,ActualHeight_FL,AirForce_FL,CDCForce_FL,Current_FL,BodyAcc,BodyVel,FlowRate_FL,Stiffness_FL,AirDamping_FL
0,0,0,0,4913.53,383.97,0,0,0.188496,0,37922.3,2641.68
0.001,0,0,0.000188494,4921.84,383.963,0,0,0.188492,0,38007.3,2647.84
0.002,0,0,0.000376981,4930.15,383.94,0,0,0.188481,0,38092.6,2654.02
0.003,0,0,0.000565453,4938.46,383.902,0,0,0.188462,0,38178.1,2660.22
0.004,0,0,0.000753903,4946.77,383.849,0,0,0.188436,0,38264,2666.44
0.005,0,0,0.000942323,4955.08,383.781,0,0,0.188403,0,38350.1,2672.68
0.006,0,0,0.00113071,4963.39,383.698,0,0,0.188362,0,38436.4,2678.94
0.007,0,0,0.00131904,4971.69,383.599,0,0,0.188313,0,38523,2685.22
0.008,0,0,0.00150733,4980,383.486,0,0,0.188257,0,38609.9,2691.51
0.009,0,0,0.00169556,4988.3,383.357,0,0,0.188194,0,38697,2697.83
0.01,0,0,0.00188372,4996.6,383.213,0,0,0.188124,0,38784.4,2704.17
0.011,0,0,0.0020718,5004.9,383.054,0,0,0.188046,0,38872,2710.52
0.012,0,0,0.0022598,5013.2,382.88,0,0,0.18796,0,38959.9,2716.89
0.013,0,0,0.00244772,5021.49,382.691,0,0,0.187867,0,39048,2723.28
0.014,0,0,0.00263554,5029.78,382.487,0,0,0.187767,0,39136.4,2729.69
0.015,0,0,0.00282325,5038.06,382.267,0,0,0.187659,0,39225,2736.12
0.016,0,0,0.00301085,5046.34,382.033,0,0,0.187544,0,39313.8,2742.56
0.017,0,0,0.00319833,5054.61,381.783,0,0,0.187421,0,39402.9,2749.03
0.018,0,0,0.00338569,5062.87,381.519,0,0,0.187291,0,39492.2,2755.51
0.019,0,0,0.00357291,5071.13,381.239,0,0,0.187154,0,39581.7,2762
0.02,0,0,0.00376,5079.39,380.945,0,0,0.187009,0,39671.5,2768.51
0.021,0,0,0.00394693,5087.63,380.635,0,0,0.186857,0,39761.5,2775.04
0.022,0,0,0.00413371,5095.87,380.31,0,0,0.186698,0,39851.7,2781.59
0.023,0,0,0.00432032,5104.1,379.971,0,0,0.186531,0,39942.1,2788.15
0.024,0,0,0.00450677,5112.32,379.616,0,0,0.186356,0,40032.8,2794.73
0.025,0,0,0.00469303,5120.54,379.246,0,0,0.186175,0,40123.6,2801.32
0.026,0,0,0.00487911,5128.74,378.862,0,0,0.185986,0,40214.7,2807.93
0.027,0,0,0.005065,5136.93,378.462,0,0,0.18579,0,40305.9,2814.56
0.028,0,0,0.00525069,5145.11,378.048,0,0,0.185586,0,40397.4,2821.2
0.029,0,0,0.00543617,5153.29,377.618,0,0,0.185375,0,40489,2827.85
0.03,0,0,0.00562144,5161.45,377.174,0,0,0.185157,0,40580.9,2834.52
0.031,0,0,0.00580648,5169.59,376.715,0,0,0.184931,0,40672.9,2841.2
0.032,0,0,0.0059913,5177.73,376.241,0,0,0.184698,0,40765.2,2847.9
0.033,0,0,0.00617588,5185.85,375.752,0,0,0.184458,0,40857.6,2854.61
0.034,0,0,0.00636021,5193.96,375.248,0,0,0.184211,0,40950.2,2861.34
0.035,0,0,0.0065443,5202.06,374.73,0,0,0.183956,0,41043,2868.07
0.036,0,0,0.00672812,5210.14,374.196,0,0,0.183694,0,41135.9,2874.83
0.037,0,0,0.00691168,5218.21,373.648,0,0,0.183425,0,41229,2881.59
0.038,0,0,0.00709497,5226.26,373.086,0,0,0.183148,0,41322.3,2888.37
0.039,0,0,0.00727798,5234.29,372.508,0,0,0.182865,0,41415.8,2895.15
0.04,0,0,0.0074607,5242.31,371.916,0,0,0.182574,0,41509.4,2901.95
0.041,0,0,0.00764312,5250.32,371.309,0,0,0.182275,0,41603.1,2908.77
0.042,0,0,0.00782525,5258.3,370.687,0,0,0.18197,0,41697,2915.59
0.043,0,0,0.00800706,5266.27,370.051,0,0,0.181658,0,41791.1,2922.42
0.044,0,0,0.00818856,5274.22,369.401,0,0,0.181338,0,41885.3,2929.27
0.045,0,0,0.00836973,5282.15,368.735,0,0,0.181011,0,41979.6,2936.12
0.046,0,0,0.00855058,5290.06,368.055,0,0,0.180677,0,42074.1,2942.99
0.047,0,0,0.00873109,5297.95,367.361,0,0,0.180336,0,42168.7,2949.87
0.048,0,0,0.00891125,5305.82,366.652,0,0,0.179988,0,42263.4,2956.75
0.049,0,0,0.00909106,5313.67,365.929,0,0,0.179632,0,42358.3,2963.65
0.05,0,0,0.00927051,5321.5,365.191,0,0,0.17927,0,42453.3,2970.55
0.051,0,0,0.0094496,5329.31,364.439,0,0,0.1789,0,42548.4,2977.46
0.052,0,0,0.00962831,5337.09,363.672,0,0,0.178524,0,42643.5,2984.38
0.053,0,0,0.00980664,5344.85,362.891,0,0,0.17814,0,42738.8,2991.31
0.054,0,0,0.00998459,5352.59,362.096,0,0,0.17775,0,42834.2,2998.25
0.055,0,0,0.0101621,5360.3,361.287,0,0,0.177352,0,42929.7,3005.19
0.056,0,0,0.0103393,5367.99,360.463,0,0,0.176947,0,43025.3,3012.14
0.057,0,0,0.010516,5375.65,359.625,0,0,0.176535,0,43121,3019.1
0.058,0,0,0.0106924,5383.29,358.773,0,0,0.176117,0,43216.7,3026.07
0.059,0,0,0.0108683,5390.91,357.907,0,0,0.175691,0,43312.6,3033.04
0.06,0,0,0.0110437,5398.49,357.026,0,0,0.175259,0,43408.5,3040.01
0.061,0,0,0.0112188,5406.05,356.132,0,0,0.174819,0,43504.5,3046.99
0.062,0,0,0.0113934,5413.58,355.223,0,0,0.174373,0,43600.5,3053.98
0.063,0,0,0.0115675,5421.08,354.301,0,0,0.17392,0,43696.6,3060.97
0.064,0,0,0.0117412,5428.55,353.364,0,0,0.17346,0,43792.7,3067.97
0.065,0,0,0.0119144,5436,352.414,0,0,0.172993,0,43888.9,3074.97
0.066,0,0,0.0120872,5443.41,351.449,0,0,0.172519,0,43985.2,3081.97
0.067,0,0,0.0122595,5450.79,350.471,0,0,0.172038,0,44081.4,3088.98
0.068,0,0,0.0124313,5458.15,349.479,0,0,0.171551,0,44177.8,3095.98
0.069,0,0,0.0126026,5465.47,348.473,0,0,0.171057,0,44274.1,3103
0.07,0,0,0.0127734,5472.75,347.453,0,0,0.170556,0,44370.4,3110.01
0.071,0,0,0.0129437,5480.01,346.42,0,0,0.170048,0,44466.8,3117.02
0.072,0,0,0.0131135,5487.23,345.373,0,0,0.169534,0,44563.2,3124.04
0.073,0,0,0.0132827,5494.42,344.312,0,0,0.169013,0,44659.6,3131.06
0.074,0,0,0.0134515,5501.57,343.238,0,0,0.168485,0,44756,3138.08
0.075,0,0,0.0136197,5508.69,342.151,0,0,0.167951,0,44852.4,3145.09
0.076,0,0,0.0137874,5515.78,341.049,0,0,0.16741,0,44948.8,3152.11
0.077,0,0,0.0139545,5522.82,339.935,0,0,0.166862,0,45045.2,3159.13
0.078,0,0,0.0141211,5529.84,338.807,0,0,0.166308,0,45141.5,3166.15
0.079,0,0,0.0142871,5536.81,337.665,0,0,0.165747,0,45237.8,3173.16
0.08,0,0,0.0144526,5543.75,336.51,0,0,0.16518,0,45334.1,3180.17
0.081,0,0,0.0146175,5550.64,335.342,0,0,0.164606,0,45430.4,3187.18
0.082,0,0,0.0147818,5557.5,334.161,0,0,0.164026,0,45526.6,3194.19
0.083,0,0,0.0149456,5564.32,332.967,0,0,0.163439,0,45622.8,3201.2
0.084,0,0,0.0151087,5571.1,331.759,0,0,0.162846,0,45718.9,3208.2
0.085,0,0,0.0152712,5577.84,330.538,0,0,0.162246,0,45815,3215.19
0.086,0,0,0.0154332,5584.54,329.305,0,0,0.16164,0,45910.9,3222.19
0.087,0,0,0.0155945,5591.2,328.058,0,0,0.161028,0,46006.9,3229.18
0.088,0,0,0.0157552,5597.81,326.798,0,0,0.160409,0,46102.7,3236.16
0.089,0,0,0.0159153,5604.39,325.526,0,0,0.159784,0,46198.4,3243.13
0.09,0,0,0.0160748,5610.92,324.241,0,0,0.159152,0,46294.1,3250.11
0.091,0,0,0.0162336,5617.4,322.942,0,0,0.158514,0,46389.7,3257.07
0.092,0,0,0.0163918,5623.84,321.631,0,0,0.15787,0,46485.1,3264.03
0.093,0,0,0.0165494,5630.24,320.308,0,0,0.15722,0,46580.5,3270.98
0.094,0,0,0.0167063,5636.59,318.972,0,0,0.156564,0,46675.7,3277.92
0.095,0,0,0.0168625,5642.89,317.623,0,0,0.155901,0,46770.9,3284.85
0.096,0,0,0.0170181,5649.15,316.262,0,0,0.155232,0,46865.9,3291.78
0.097,0,0,0.017173,5655.36,314.888,0,0,0.154557,0,46960.7,3298.69
0.098,0,0,0.0173272,5661.53,313.502,0,0,0.153876,0,47055.5,3305.6
0.099,0,0,0.0174807,5667.64,312.103,0,0,0.153189,0,47150,3312.49
0.1,0,0,0.0176336,5673.71,310.692,0,0,0.152496,0,47244.5,3319.38
0.101,0,0,0.0177857,5679.73,309.269,0,0,0.151797,0,47338.7,3326.25
0.102,0,0,0.0179371,5685.7,307.834,0,0,0.151092,0,47432.8,3333.11
0.103,0,0,0.0180879,5691.62,306.386,0,0,0.150381,0,47526.8,3339.96
0.104,0,0,0.0182379,5697.48,304.927,0,0,0.149664,0,47620.5,3346.8
0.105,0,0,0.0183872,5703.3,303.455,0,0,0.148941,0,47714.1,3353.62
0.106,0,0,0.0185358,5709.06,301.971,0,0,0.148212,0,47807.5,3360.43
0.107,0,0,0.0186836,5714.78,300.476,0,0,0.147477,0,47900.7,3367.23
0.108,0,0,0.0188307,5720.44,298.969,0,0,0.146737,0,47993.6,3374.01
0.109,0,0,0.0189771,5726.04,297.45,0,0,0.14599,0,48086.4,3380.77
0.11,0,0,0.0191227,5731.59,295.919,0,0,0.145238,0,48179,3387.53
0.111,0,0,0.0192676,5737.09,294.376,0,0,0.144481,0,48271.3,3394.26
0.112,0,0,0.0194117,5742.53,292.822,0,0,0.143717,0,48363.4,3400.98
0.113,0,0,0.019555,5747.92,291.256,0,0,0.142948,0,48455.2,3407.68
0.114,0,0,0.0196976,5753.25,289.679,0,0,0.142173,0,48546.8,3414.37
0.115,0,0,0.0198394,5758.53,288.091,0,0,0.141393,0,48638.2,3421.03
0.116,0,0,0.0199804,5763.74,286.491,0,0,0.140607,0,48729.3,3427.68
0.117,0,0,0.0201206,5768.9,284.879,0,0,0.139815,0,48820.1,3434.31
0.118,0,0,0.02026,5774.01,283.257,0,0,0.139018,0,48910.7,3440.92
0.119,0,0,0.0203986,5779.05,281.623,0,0,0.138215,0,49001,3447.51
0.12,0,0,0.0205364,5784.03,279.978,0,0,0.137407,0,49091,3454.07
0.121,0,0,0.0206734,5788.96,278.323,0,0,0.136594,0,49180.7,3460.62
0.122,0,0,0.0208096,5793.82,276.656,0,0,0.135775,0,49270.1,3467.15
0.123,0,0,0.020945,5798.63,274.978,0,0,0.134951,0,49359.2,3473.65
0.124,0,0,0.0210795,5803.37,273.29,0,0,0.134121,0,49448,3480.13
0.125,0,0,0.0212132,5808.06,271.59,0,0,0.133286,0,49536.5,3486.59
0.126,0,0,0.0213461,5812.68,269.88,0,0,0.132446,0,49624.6,3493.03
0.127,0,0,0.0214781,5817.24,268.16,0,0,0.131601,0,49712.4,3499.44
0.128,0,0,0.0216093,5821.73,266.428,0,0,0.130751,0,49799.9,3505.82
0.129,0,0,0.0217396,5826.17,264.687,0,0,0.129895,0,49887,3512.18
0.13,0,0,0.0218691,5830.53,262.934,0,0,0.129034,0,49973.8,3518.52
0.131,0,0,0.0219977,5834.84,261.172,0,0,0.128168,0,50060.2,3524.83
0.132,0,0,0.0221254,5839.08,259.399,0,0,0.127297,0,50146.2,3531.11
0.133,0,0,0.0222523,5843.26,257.616,0,0,0.126421,0,50231.9,3537.36
0.134,0,0,0.0223782,5847.37,255.823,0,0,0.12554,0,50317.2,3543.59
0.135,0,0,0.0225033,5851.41,254.019,0,0,0.124654,0,50402,3549.79
0.136,0,0,0.0226275,5855.39,252.206,0,0,0.123763,0,50486.5,3555.96
0.137,0,0,0.0227509,5859.3,250.383,0,0,0.122868,0,50570.6,3562.1
0.138,0,0,0.0228733,5863.14,248.55,0,0,0.121967,0,50654.3,3568.21
0.139,0,0,0.0229948,5866.92,246.707,0,0,0.121062,0,50737.5,3574.29
0.14,0,0,0.0231154,5870.63,244.854,0,0,0.120152,0,50820.3,3580.34
0.141,0,0,0.0232351,5874.27,242.992,0,0,0.119237,0,50902.7,3586.36
0.142,0,0,0.0233539,5877.84,241.12,0,0,0.118317,0,50984.7,3592.35
0.143,0,0,0.0234717,5881.34,239.238,0,0,0.117393,0,51066.2,3598.3
0.144,0,0,0.0235887,5884.78,237.347,0,0,0.116464,0,51147.2,3604.22
0.145,0,0,0.0237047,5888.14,235.447,0,0,0.11553,0,51227.8,3610.11
0.146,0,0,0.0238197,5891.43,233.537,0,0,0.114592,0,51307.9,3615.96
0.147,0,0,0.0239338,5894.66,231.619,0,0,0.11365,0,51387.5,3621.78
0.148,0,0,0.024047,5897.81,229.691,0,0,0.112702,0,51466.7,3627.57
0.149,0,0,0.0241592,5900.89,227.754,0,0,0.111751,0,51545.4,3633.31
0.15,0,0,0.0242705,5903.9,225.808,0,0,0.110795,0,51623.5,3639.03
0.151,0,0,0.0243808,5906.83,223.853,0,0,0.109835,0,51701.2,3644.7
0.152,0,0,0.0244902,5909.7,221.89,0,0,0.10887,0,51778.3,3650.34
0.153,0,0,0.0245986,5912.49,219.917,0,0,0.107901,0,51855,3655.94
0.154,0,0,0.024706,5915.21,217.936,0,0,0.106928,0,51931.1,3661.5
0.155,0,0,0.0248124,5917.85,215.947,0,0,0.10595,0,52006.7,3667.03
0.156,0,0,0.0249179,5920.43,213.948,0,0,0.104969,0,52081.7,3672.51
0.157,0,0,0.0250224,5922.92,211.942,0,0,0.103983,0,52156.2,3677.96
0.158,0,0,0.0251258,5925.35,209.927,0,0,0.102993,0,52230.1,3683.36
0.159,0,0,0.0252283,5927.7,207.904,0,0,0.101999,0,52303.5,3688.73
0.16,0,0,0.0253298,5929.97,205.872,0,0,0.101001,0,52376.3,3694.05
0.161,0,0,0.0254303,5932.17,203.833,0,0,0.099999,0,52448.6,3699.33
0.162,0,0,0.0255298,5934.29,201.785,0,0,0.0989931,0,52520.3,3704.57
0.163,0,0,0.0256283,5936.34,199.73,0,0,0.0979833,0,52591.3,3709.77
0.164,0,0,0.0257258,5938.31,197.666,0,0,0.0969696,0,52661.8,3714.92
0.165,0,0,0.0258223,5940.21,195.595,0,0,0.095952,0,52731.7,3720.03
0.166,0,0,0.0259177,5942.03,193.516,0,0,0.0949307,0,52801,3725.1
0.167,0,0,0.0260121,5943.77,191.43,0,0,0.0939057,0,52869.6,3730.12
0.168,0,0,0.0261055,5945.44,189.335,0,0,0.0928769,0,52937.7,3735.09
0.169,0,0,0.0261979,5947.03,187.234,0,0,0.0918445,0,53005.1,3740.02
0.17,0,0,0.0262892,5948.54,185.125,0,0,0.0908084,0,53071.9,3744.91
0.171,0,0,0.0263795,5949.98,183.009,0,0,0.0897688,0,53138,3749.74
0.172,0,0,0.0264687,5951.33,180.885,0,0,0.0887256,0,53203.5,3754.53
0.173,0,0,0.0265569,5952.61,178.755,0,0,0.0876789,0,53268.4,3759.28
0.174,0,0,0.0266441,5953.81,176.617,0,0,0.0866288,0,53332.6,3763.97
0.175,0,0,0.0267302,5954.94,174.473,0,0,0.0855752,0,53396.1,3768.62
0.176,0,0,0.0268152,5955.98,172.321,0,0,0.0845182,0,53459,3773.22
0.177,0,0,0.0268992,5956.95,170.163,0,0,0.083458,0,53521.1,3777.76
0.178,0,0,0.0269822,5957.84,167.998,0,0,0.0823944,0,53582.6,3782.26
0.179,0,0,0.027064,5958.64,165.826,0,0,0.0813275,0,53643.4,3786.71
0.18,0,0,0.0271448,5959.37,163.648,0,0,0.0802575,0,53703.5,3791.11
0.181,0,0,0.0272245,5960.02,161.464,0,0,0.0791843,0,53762.9,3795.45
0.182,0,0,0.0273032,5960.59,159.273,0,0,0.078108,0,53821.6,3799.75
0.183,0,0,0.0273807,5961.09,157.076,0,0,0.0770285,0,53879.6,3803.99
0.184,0,0,0.0274572,5961.5,154.872,0,0,0.0759461,0,53936.9,3808.18
0.185,0,0,0.0275326,5961.83,152.663,0,0,0.0748606,0,53993.4,3812.31
0.186,0,0,0.027607,5962.09,150.447,0,0,0.0737722,0,54049.2,3816.4
0.187,0,0,0.0276802,5962.26,148.226,0,0,0.0726809,0,54104.3,3820.43
0.188,0,0,0.0277523,5962.35,145.998,0,0,0.0715867,0,54158.6,3824.4
0.189,0,0,0.0278234,5962.37,143.765,0,0,0.0704896,0,54212.2,3828.32
0.19,0,0,0.0278933,5962.3,141.527,0,0,0.0693898,0,54265,3832.19
0.191,0,0,0.0279621,5962.16,139.283,0,0,0.0682873,0,54317.1,3836
0.192,0,0,0.0280299,5961.93,137.033,0,0,0.0671821,0,54368.4,3839.75
0.193,0,0,0.0280965,5961.62,134.778,0,0,0.0660742,0,54418.9,3843.45
0.194,0,0,0.028162,5961.24,132.517,0,0,0.0649637,0,54468.7,3847.09
0.195,0,0,0.0282264,5960.77,130.251,0,0,0.0638506,0,54517.7,3850.67
0.196,0,0,0.0282897,5960.23,127.981,0,0,0.062735,0,54565.9,3854.2
0.197,0,0,0.0283519,5959.6,125.705,0,0,0.0616169,0,54613.3,3857.67
0.198,0,0,0.0284129,5958.89,123.424,0,0,0.0604964,0,54659.9,3861.08
0.199,0,0,0.0284729,5958.11,121.138,0,0,0.0593736,0,54705.7,3864.43
0.2,0,0,0.0285317,5957.24,118.848,0,0,0.0582483,0,54750.7,3867.72
0.201,0,0,0.0285894,5956.3,116.553,0,0,0.0571208,0,54794.9,3870.96
0.202,0,0,0.0286459,5955.27,114.253,0,0,0.055991,0,54838.2,3874.13
0.203,0,0,0.0287014,5954.16,111.949,0,0,0.054859,0,54880.8,3877.25
0.204,0,0,0.0287557,5952.98,109.64,0,0,0.0537249,0,54922.5,3880.3
0.205,0,0,0.0288088,5951.71,107.327,0,0,0.0525886,0,54963.4,3883.3
0.206,0,0,0.0288608,5950.37,105.01,0,0,0.0514502,0,55003.5,3886.23
0.207,0,0,0.0289117,5948.94,102.689,0,0,0.0503098,0,55042.7,3889.1
0.208,0,0,0.0289614,5947.44,100.363,0,0,0.0491675,0,55081.1,3891.91
0.209,0,0,0.02901,5945.86,98.0342,0,0,0.0480232,0,55118.7,3894.66
0.21,0,0,0.0290575,5944.2,95.7011,0,0,0.0468769,0,55155.4,3897.35
0.211,0,0,0.0291038,5942.45,93.3641,0,0,0.0457289,0,55191.2,3899.97
0.212,0,0,0.029149,5940.63,91.0236,0,0,0.044579,0,55226.2,3902.53
0.213,0,0,0.029193,5938.73,88.6794,0,0,0.0434274,0,55260.4,3905.03
0.214,0,0,0.0292358,5936.76,86.3317,0,0,0.042274,0,55293.6,3907.47
0.215,0,0,0.0292775,5934.7,83.9807,0,0,0.041119,0,55326,3909.84
0.216,0,0,0.029318,5932.56,81.6263,0,0,0.0399624,0,55357.5,3912.15
0.217,0,0,0.0293574,5930.35,79.2687,0,0,0.0388042,0,55388.2,3914.39
0.218,0,0,0.0293957,5928.06,76.908,0,0,0.0376444,0,55418,3916.57
0.219,0,0,0.0294327,5925.69,74.5443,0,0,0.0364832,0,55446.8,3918.68
0.22,0,0,0.0294686,5923.25,72.1777,0,0,0.0353205,0,55474.9,3920.73
0.221,0,0,0.0295034,5920.72,69.8082,0,0,0.0341565,0,55502,3922.72
0.222,0,0,0.0295369,5918.12,67.4359,0,0,0.0329911,0,55528.2,3924.64
0.223,0,0,0.0295693,5915.44,65.0611,0,0,0.0318244,0,55553.5,3926.49
0.224,0,0,0.0296006,5912.69,62.6836,0,0,0.0306564,0,55578,3928.28
0.225,0,0,0.0296307,5909.85,60.3037,0,0,0.0294872,0,55601.5,3930.01
0.226,0,0,0.0296596,5906.95,57.9214,0,0,0.0283169,0,55624.1,3931.66
0.227,0,0,0.0296873,5903.96,55.5369,0,0,0.0271454,0,55645.9,3933.25
0.228,0,0,0.0297138,5900.9,53.1502,0,0,0.0259729,0,55666.7,3934.78
0.229,0,0,0.0297392,5897.77,50.7613,0,0,0.0247993,0,55686.6,3936.24
0.23,0,0,0.0297634,5894.56,48.3705,0,0,0.0236248,0,55705.6,3937.63
0.231,0,0,0.0297865,5891.27,45.9778,0,0,0.0224493,0,55723.7,3938.95
0.232,0,0,0.0298083,5887.91,43.5833,0,0,0.0212729,0,55740.9,3940.21
0.233,0,0,0.029829,5884.48,41.1871,0,0,0.0200957,0,55757.1,3941.4
0.234,0,0,0.0298485,5880.97,38.7892,0,0,0.0189177,0,55772.4,3942.52
0.235,0,0,0.0298669,5877.39,36.3899,0,0,0.017739,0,55786.9,3943.58
0.236,0,0,0.029884,5873.73,33.9891,0,0,0.0165596,0,55800.4,3944.57
0.237,0,0,0.0299,5870,31.587,0,0,0.0153795,0,55812.9,3945.49
0.238,0,0,0.0299148,5866.2,29.1836,0,0,0.0141988,0,55824.6,3946.34
0.239,0,0,0.0299284,5862.33,26.7791,0,0,0.0130175,0,55835.3,3947.12
0.24,0,0,0.0299408,5858.38,24.3736,0,0,0.0118357,0,55845.1,3947.84
0.241,0,0,0.029952,5854.36,21.9671,0,0,0.0106535,0,55853.9,3948.49
0.242,0,0,0.0299621,5850.27,19.5598,0,0,0.00947083,0,55861.9,3949.07
0.243,0,0,0.029971,5846.12,17.1517,0,0,0.0082878,0,55868.9,3949.58
0.244,0,0,0.0299787,5841.88,14.7429,0,0,0.00710443,0,55874.9,3950.03
0.245,0,0,0.0299852,5837.58,12.3335,0,0,0.00592079,0,55880.1,3950.4
0.246,0,0,0.0299905,5833.21,9.92373,0,0,0.00473691,0,55884.3,3950.71
0.247,0,0,0.0299947,5828.77,7.51353,0,0,0.00355285,0,55887.5,3950.95
0.248,0,0,0.0299976,5824.26,5.10305,0,0,0.00236864,0,55889.9,3951.12
0.249,0,0,0.0299994,5819.69,2.69237,0,0,0.00118434,0,55891.3,3951.22
0.25,0,0,0.03,5815.04,-4.02486e-13,0,0,-1.9773e-16,0,55891.7,3951.26
0.251,0,0,0.0299994,5810.33,-2.69237,0,0,-0.00118434,0,55891.3,3951.22
0.252,0,0,0.0299976,5805.55,-5.10305,0,0,-0.00236864,0,55889.9,3951.12
0.253,0,0,0.0299947,5800.7,-7.51353,0,0,-0.00355285,0,55887.5,3950.95
0.254,0,0,0.0299905,5795.78,-9.92373,0,0,-0.00473691,0,55884.3,3950.71
0.255,0,0,0.0299852,5790.8,-12.3335,0,0,-0.00592079,0,55880.1,3950.4
0.256,0,0,0.0299787,5785.76,-14.7429,0,0,-0.00710443,0,55874.9,3950.03
0.257,0,0,0.029971,5780.65,-17.1517,0,0,-0.0082878,0,55868.9,3949.58
0.258,0,0,0.0299621,5775.47,-19.5598,0,0,-0.00947083,0,55861.9,3949.07
0.259,0,0,0.029952,5770.23,-21.9671,0,0,-0.0106535,0,55853.9,3948.49
0.26,0,0,0.0299408,5764.93,-24.3736,0,0,-0.0118357,0,55845.1,3947.84
0.261,0,0,0.0299284,5759.56,-26.7791,0,0,-0.0130175,0,55835.3,3947.12
0.262,0,0,0.0299148,5754.14,-29.1836,0,0,-0.0141988,0,55824.6,3946.34
0.263,0,0,0.0299,5748.64,-31.587,0,0,-0.0153795,0,55812.9,3945.49
0.264,0,0,0.029884,5743.09,-33.9891,0,0,-0.0165596,0,55800.4,3944.57
0.265,0,0,0.0298669,5737.48,-36.3899,0,0,-0.017739,0,55786.9,3943.58
0.266,0,0,0.0298485,5731.8,-38.7892,0,0,-0.0189177,0,55772.4,3942.52
0.267,0,0,0.029829,5726.07,-41.1871,0,0,-0.0200957,0,55757.1,3941.4
0.268,0,0,0.0298083,5720.27,-43.5833,0,0,-0.0212729,0,55740.9,3940.21
0.269,0,0,0.0297865,5714.42,-45.9778,0,0,-0.0224493,0,55723.7,3938.95
0.27,0,0,0.0297634,5708.51,-48.3705,0,0,-0.0236248,0,55705.6,3937.63
0.271,0,0,0.0297392,5702.54,-50.7613,0,0,-0.0247993,0,55686.6,3936.24
0.272,0,0,0.0297138,5696.51,-53.1502,0,0,-0.0259729,0,55666.7,3934.78
0.273,0,0,0.0296873,5690.42,-55.5369,0,0,-0.0271454,0,55645.9,3933.25
0.274,0,0,0.0296596,5684.28,-57.9214,0,0,-0.0283169,0,55624.1,3931.66
0.275,0,0,0.0296307,5678.09,-60.3037,0,0,-0.0294872,0,55601.5,3930.01
0.276,0,0,0.0296006,5671.83,-62.6836,0,0,-0.0306564,0,55578,3928.28
0.277,0,0,0.0295693,5665.53,-65.0611,0,0,-0.0318244,0,55553.5,3926.49
0.278,0,0,0.0295369,5659.16,-67.4359,0,0,-0.0329911,0,55528.2,3924.64
0.279,0,0,0.0295034,5652.75,-69.8082,0,0,-0.0341565,0,55502,3922.72
0.28,0,0,0.0294686,5646.28,-72.1777,0,0,-0.0353205,0,55474.9,3920.73
0.281,0,0,0.0294327,5639.76,-74.5443,0,0,-0.0364832,0,55446.8,3918.68
0.282,0,0,0.0293957,5633.19,-76.908,0,0,-0.0376444,0,55418,3916.57
0.283,0,0,0.0293574,5626.56,-79.2687,0,0,-0.0388042,0,55388.2,3914.39
0.284,0,0,0.029318,5619.89,-81.6263,0,0,-0.0399624,0,55357.5,3912.15
0.285,0,0,0.0292775,5613.16,-83.9807,0,0,-0.041119,0,55326,3909.84
0.286,0,0,0.0292358,5606.39,-86.3317,0,0,-0.042274,0,55293.6,3907.47
0.287,0,0,0.029193,5599.56,-88.6794,0,0,-0.0434274,0,55260.4,3905.03
0.288,0,0,0.029149,5592.69,-91.0236,0,0,-0.044579,0,55226.2,3902.53
0.289,0,0,0.0291038,5585.77,-93.3641,0,0,-0.0457289,0,55191.2,3899.97
0.29,0,0,0.0290575,5578.8,-95.7011,0,0,-0.0468769,0,55155.4,3897.35
0.291,0,0,0.02901,5571.79,-98.0342,0,0,-0.0480232,0,55118.7,3894.66
0.292,0,0,0.0289614,5564.73,-100.363,0,0,-0.0491675,0,55081.1,3891.91
0.293,0,0,0.0289117,5557.62,-102.689,0,0,-0.0503098,0,55042.7,3889.1
0.294,0,0,0.0288608,5550.47,-105.01,0,0,-0.0514502,0,55003.5,3886.23
0.295,0,0,0.0288088,5543.28,-107.327,0,0,-0.0525886,0,54963.4,3883.3
0.296,0,0,0.0287557,5536.04,-109.64,0,0,-0.0537249,0,54922.5,3880.3
0.297,0,0,0.0287014,5528.76,-111.949,0,0,-0.054859,0,54880.8,3877.25
0.298,0,0,0.0286459,5521.44,-114.253,0,0,-0.055991,0,54838.2,3874.13
0.299,0,0,0.0285894,5514.07,-116.553,0,0,-0.0571208,0,54794.9,3870.96
0.3,0,0,0.0285317,5506.67,-118.848,0,0,-0.0582483,0,54750.7,3867.72
0.301,0,0,0.0284729,5499.22,-121.138,0,0,-0.0593736,0,54705.7,3864.43
0.302,0,0,0.0284129,5491.73,-123.424,0,0,-0.0604964,0,54659.9,3861.08
0.303,0,0,0.0283519,5484.2,-125.705,0,0,-0.0616169,0,54613.3,3857.67
0.304,0,0,0.0282897,5476.64,-127.981,0,0,-0.062735,0,54565.9,3854.2
0.305,0,0,0.0282264,5469.04,-130.251,0,0,-0.0638506,0,54517.7,3850.67
0.306,0,0,0.028162,5461.4,-132.517,0,0,-0.0649637,0,54468.7,3847.09
0.307,0,0,0.0280965,5453.72,-134.778,0,0,-0.0660742,0,54418.9,3843.45
0.308,0,0,0.0280299,5446,-137.033,0,0,-0.0671821,0,54368.4,3839.75
0.309,0,0,0.0279621,5438.26,-139.283,0,0,-0.0682873,0,54317.1,3836
0.31,0,0,0.0278933,5430.47,-141.527,0,0,-0.0693898,0,54265,3832.19
