Time,Speed_kmh,TargetHeight,ActualHeight_FL,AirForce_FL,CDCForce_FL,Current_FL,BodyAcc,BodyVel,FlowRate_FL,Stiffness_FL,AirDamping_FL
2.143,0,0,0.0234717,5881.34,239.238,0,0,0.117393,0,51066.2,3598.3
2.144,0,0,0.0235887,5884.78,237.347,0,0,0.116464,0,51147.2,3604.22
2.145,0,0,0.0237047,5888.14,235.447,0,0,0.11553,0,51227.8,3610.11
2.146,0,0,0.0238197,5891.43,233.537,0,0,0.114592,0,51307.9,3615.96
2.147,0,0,0.0239338,5894.66,231.619,0,0,0.11365,0,51387.5,3621.78
2.148,0,0,0.024047,5897.81,229.691,0,0,0.112702,0,51466.7,3627.57
2.149,0,0,0.0241592,5900.89,227.754,0,0,0.111751,0,51545.4,3633.31
2.15,0,0,0.0242705,5903.9,225.808,0,0,0.110795,0,51623.5,3639.03
2.151,0,0,0.0243808,5906.83,223.853,0,0,0.109835,0,51701.2,3644.7
2.152,0,0,0.0244902,5909.7,221.89,0,0,0.10887,0,51778.3,3650.34
2.153,0,0,0.0245986,5912.49,219.917,0,0,0.107901,0,51855,3655.94
2.154,0,0,0.024706,5915.21,217.936,0,0,0.106928,0,51931.1,3661.5
2.155,0,0,0.0248124,5917.85,215.947,0,0,0.10595,0,52006.7,3667.03
2.156,0,0,0.0249179,5920.43,213.948,0,0,0.104969,0,52081.7,3672.51
2.157,0,0,0.0250224,5922.92,211.942,0,0,0.103983,0,52156.2,3677.96
2.158,0,0,0.0251258,5925.35,209.927,0,0,0.102993,0,52230.1,3683.36
2.159,0,0,0.0252283,5927.7,207.904,0,0,0.101999,0,52303.5,3688.73
2.16,0,0,0.0253298,5929.97,205.872,0,0,0.101001,0,52376.3,3694.05
2.161,0,0,0.0254303,5932.17,203.833,0,0,0.099999,0,52448.6,3699.33
2.162,0,0,0.0255298,5934.29,201.785,0,0,0.0989931,0,52520.3,3704.57
2.163,0,0,0.0256283,5936.34,199.73,0,0,0.0979833,0,52591.3,3709.77
2.164,0,0,0.0257258,5938.31,197.666,0,0,0.0969696,0,52661.8,3714.92
2.165,0,0,0.0258223,5940.21,195.595,0,0,0.095952,0,52731.7,3720.03
2.166,0,0,0.0259177,5942.03,193.516,0,0,0.0949307,0,52801,3725.1
2.167,0,0,0.0260121,5943.77,191.43,0,0,0.0939057,0,52869.6,3730.12
2.168,0,0,0.0261055,5945.44,189.335,0,0,0.0928769,0,52937.7,3735.09
2.169,0,0,0.0261979,5947.03,187.234,0,0,0.0918445,0,53005.1,3740.02
2.17,0,0,0.0262892,5948.54,185.125,0,0,0.0908084,0,53071.9,3744.91
2.171,0,0,0.0263795,5949.98,183.009,0,0,0.0897688,0,53138,3749.74
2.172,0,0,0.0264687,5951.33,180.885,0,0,0.0887256,0,53203.5,3754.53
2.173,0,0,0.0265569,5952.61,178.755,0,0,0.0876789,0,53268.4,3759.28
2.174,0,0,0.0266441,5953.81,176.617,0,0,0.0866288,0,53332.6,3763.97
2.175,0,0,0.0267302,5954.94,174.473,0,0,0.0855752,0,53396.1,3768.62
2.176,0,0,0.0268152,5955.98,172.321,0,0,0.0845182,0,53459,3773.22
2.177,0,0,0.0268992,5956.95,170.163,0,0,0.083458,0,53521.1,3777.76
2.178,0,0,0.0269822,5957.84,167.998,0,0,0.0823944,0,53582.6,3782.26
2.179,0,0,0.027064,5958.64,165.826,0,0,0.0813275,0,53643.4,3786.71
2.18,0,0,0.0271448,5959.37,163.648,0,0,0.0802575,0,53703.5,3791.11
2.181,0,0,0.0272245,5960.02,161.464,0,0,0.0791843,0,53762.9,3795.45
2.182,0,0,0.0273032,5960.59,159.273,0,0,0.078108,0,53821.6,3799.75
2.183,0,0,0.0273807,5961.09,157.076,0,0,0.0770285,0,53879.6,3803.99
2.184,0,0,0.0274572,5961.5,154.872,0,0,0.0759461,0,53936.9,3808.18
2.185,0,0,0.0275326,5961.83,152.663,0,0,0.0748606,0,53993.4,3812.31
2.186,0,0,0.027607,5962.09,150.447,0,0,0.0737722,0,54049.2,3816.4
2.187,0,0,0.0276802,5962.26,148.226,0,0,0.0726809,0,54104.3,3820.43
2.188,0,0,0.0277523,5962.35,145.998,0,0,0.0715867,0,54158.6,3824.4
2.189,0,0,0.0278234,5962.37,143.765,0,0,0.0704896,0,54212.2,3828.32
2.19,0,0,0.0278933,5962.3,141.527,0,0,0.0693898,0,54265,3832.19
2.191,0,0,0.0279621,5962.16,139.283,0,0,0.0682873,0,54317.1,3836
2.192,0,0,0.0280299,5961.93,137.033,0,0,0.0671821,0,54368.4,3839.75
2.193,0,0,0.0280965,5961.62,134.778,0,0,0.0660742,0,54418.9,3843.45
2.194,0,0,0.028162,5961.24,132.517,0,0,0.0649637,0,54468.7,3847.09
2.195,0,0,0.0282264,5960.77,130.251,0,0,0.0638506,0,54517.7,3850.67
2.196,0,0,0.0282897,5960.23,127.981,0,0,0.062735,0,54565.9,3854.2
2.197,0,0,0.0283519,5959.6,125.705,0,0,0.0616169,0,54613.3,3857.67
2.198,0,0,0.0284129,5958.89,123.424,0,0,0.0604964,0,54659.9,3861.08
2.199,0,0,0.0284729,5958.11,121.138,0,0,0.0593736,0,54705.7,3864.43
2.2,0,0,0.0285317,5957.24,118.848,0,0,0.0582483,0,54750.7,3867.72
2.201,0,0,0.0285894,5956.3,116.553,0,0,0.0571208,0,54794.9,3870.96
2.202,0,0,0.0286459,5955.27,114.253,0,0,0.055991,0,54838.2,3874.13
2.203,0,0,0.0287014,5954.16,111.949,0,0,0.054859,0,54880.8,3877.25
2.204,0,0,0.0287557,5952.98,109.64,0,0,0.0537249,0,54922.5,3880.3
2.205,0,0,0.0288088,5951.71,107.327,0,0,0.0525886,0,54963.4,3883.3
2.206,0,0,0.0288608,5950.37,105.01,0,0,0.0514502,0,55003.5,3886.23
2.207,0,0,0.0289117,5948.94,102.689,0,0,0.0503098,0,55042.7,3889.1
2.208,0,0,0.0289614,5947.44,100.363,0,0,0.0491675,0,55081.1,3891.91
2.209,0,0,0.02901,5945.86,98.0342,0,0,0.0480232,0,55118.7,3894.66
2.21,0,0,0.0290575,5944.2,95.7011,0,0,0.0468769,0,55155.4,3897.35
2.211,0,0,0.0291038,5942.45,93.3641,0,0,0.0457289,0,55191.2,3899.97
2.212,0,0,0.029149,5940.63,91.0236,0,0,0.044579,0,55226.2,3902.53
2.213,0,0,0.029193,5938.73,88.6794,0,0,0.0434274,0,55260.4,3905.03
2.214,0,0,0.0292358,5936.76,86.3317,0,0,0.042274,0,55293.6,3907.47
2.215,0,0,0.0292775,5934.7,83.9807,0,0,0.041119,0,55326,3909.84
2.216,0,0,0.029318,5932.56,81.6263,0,0,0.0399624,0,55357.5,3912.15
2.217,0,0,0.0293574,5930.35,79.2687,0,0,0.0388042,0,55388.2,3914.39
2.218,0,0,0.0293957,5928.06,76.908,0,0,0.0376444,0,55418,3916.57
2.219,0,0,0.0294327,5925.69,74.5443,0,0,0.0364832,0,55446.8,3918.68
2.22,0,0,0.0294686,5923.25,72.1777,0,0,0.0353205,0,55474.9,3920.73
2.221,0,0,0.0295034,5920.72,69.8082,0,0,0.0341565,0,55502,3922.72
2.222,0,0,0.0295369,5918.12,67.4359,0,0,0.0329911,0,55528.2,3924.64
2.223,0,0,0.0295693,5915.44,65.0611,0,0,0.0318244,0,55553.5,3926.49
2.224,0,0,0.0296006,5912.69,62.6836,0,0,0.0306564,0,55578,3928.28
2.225,0,0,0.0296307,5909.85,60.3037,0,0,0.0294872,0,55601.5,3930.01
2.226,0,0,0.0296596,5906.95,57.9214,0,0,0.0283169,0,55624.1,3931.66
2.227,0,0,0.0296873,5903.96,55.5369,0,0,0.0271454,0,55645.9,3933.25
2.228,0,0,0.0297138,5900.9,53.1502,0,0,0.0259729,0,55666.7,3934.78
2.229,0,0,0.0297392,5897.77,50.7613,0,0,0.0247993,0,55686.6,3936.24
2.23,0,0,0.0297634,5894.56,48.3705,0,0,0.0236248,0,55705.6,3937.63
2.231,0,0,0.0297865,5891.27,45.9778,0,0,0.0224493,0,55723.7,3938.95
2.232,0,0,0.0298083,5887.91,43.5833,0,0,0.0212729,0,55740.9,3940.21
2.233,0,0,0.029829,5884.48,41.1871,0,0,0.0200957,0,55757.1,3941.4
2.234,0,0,0.0298485,5880.97,38.7892,0,0,0.0189177,0,55772.4,3942.52
2.235,0,0,0.0298669,5877.39,36.3899,0,0,0.017739,0,55786.9,3943.58
2.236,0,0,0.029884,5873.73,33.9891,0,0,0.0165596,0,55800.4,3944.57
2.237,0,0,0.0299,5870,31.587,0,0,0.0153795,0,55812.9,3945.49
2.238,0,0,0.0299148,5866.2,29.1836,0,0,0.0141988,0,55824.6,3946.34
2.239,0,0,0.0299284,5862.33,26.7791,0,0,0.0130175,0,55835.3,3947.12
2.24,0,0,0.0299408,5858.38,24.3736,0,0,0.0118357,0,55845.1,3947.84
2.241,0,0,0.029952,5854.36,21.9671,0,0,0.0106535,0,55853.9,3948.49
2.242,0,0,0.0299621,5850.27,19.5598,0,0,0.00947083,0,55861.9,3949.07
2.243,0,0,0.029971,5846.12,17.1517,0,0,0.0082878,0,55868.9,3949.58
2.244,0,0,0.0299787,5841.88,14.7429,0,0,0.00710443,0,55874.9,3950.03
2.245,0,0,0.0299852,5837.58,12.3335,0,0,0.00592079,0,55880.1,3950.4
2.246,0,0,0.0299905,5833.21,9.92373,0,0,0.00473691,0,55884.3,3950.71
2.247,0,0,0.0299947,5828.77,7.51353,0,0,0.00355285,0,55887.5,3950.95
2.248,0,0,0.0299976,5824.26,5.10305,0,0,0.00236864,0,55889.9,3951.12
2.249,0,0,0.0299994,5819.69,2.69237,0,0,0.00118434,0,55891.3,3951.22
2.25,0,0,0.03,5815.04,3.3009e-10,0,0,1.62164e-13,0,55891.7,3951.26
2.251,0,0,0.0299994,5810.33,-2.69237,0,0,-0.00118434,0,55891.3,3951.22
2.252,0,0,0.0299976,5805.55,-5.10305,0,0,-0.00236864,0,55889.9,3951.12
2.253,0,0,0.0299947,5800.7,-7.51353,0,0,-0.00355285,0,55887.5,3950.95
2.254,0,0,0.0299905,5795.78,-9.92373,0,0,-0.00473691,0,55884.3,3950.71
2.255,0,0,0.0299852,5790.8,-12.3335,0,0,-0.00592079,0,55880.1,3950.4
2.256,0,0,0.0299787,5785.76,-14.7429,0,0,-0.00710443,0,55874.9,3950.03
2.257,0,0,0.029971,5780.65,-17.1517,0,0,-0.0082878,0,55868.9,3949.58
2.258,0,0,0.0299621,5775.47,-19.5598,0,0,-0.00947083,0,55861.9,3949.07
2.259,0,0,0.029952,5770.23,-21.9671,0,0,-0.0106535,0,55853.9,3948.49
2.26,0,0,0.0299408,5764.93,-24.3736,0,0,-0.0118357,0,55845.1,3947.84
2.261,0,0,0.0299284,5759.56,-26.7791,0,0,-0.0130175,0,55835.3,3947.12
2.262,0,0,0.0299148,5754.14,-29.1836,0,0,-0.0141988,0,55824.6,3946.34
2.263,0,0,0.0299,5748.64,-31.587,0,0,-0.0153795,0,55812.9,3945.49
2.264,0,0,0.029884,5743.09,-33.9891,0,0,-0.0165596,0,55800.4,3944.57
2.265,0,0,0.0298669,5737.48,-36.3899,0,0,-0.017739,0,55786.9,3943.58
2.266,0,0,0.0298485,5731.8,-38.7892,0,0,-0.0189177,0,55772.4,3942.52
2.267,0,0,0.029829,5726.07,-41.1871,0,0,-0.0200957,0,55757.1,3941.4
2.268,0,0,0.0298083,5720.27,-43.5833,0,0,-0.0212729,0,55740.9,3940.21
2.269,0,0,0.0297865,5714.42,-45.9778,0,0,-0.0224493,0,55723.7,3938.95
2.27,0,0,0.0297634,5708.51,-48.3705,0,0,-0.0236248,0,55705.6,3937.63
2.271,0,0,0.0297392,5702.54,-50.7613,0,0,-0.0247993,0,55686.6,3936.24
2.272,0,0,0.0297138,5696.51,-53.1502,0,0,-0.0259729,0,55666.7,3934.78
2.273,0,0,0.0296873,5690.42,-55.5369,0,0,-0.0271454,0,55645.9,3933.25
2.274,0,0,0.0296596,5684.28,-57.9214,0,0,-0.0283169,0,55624.1,3931.66
2.275,0,0,0.0296307,5678.09,-60.3037,0,0,-0.0294872,0,55601.5,3930.01
2.276,0,0,0.0296006,5671.83,-62.6836,0,0,-0.0306564,0,55578,3928.28
2.277,0,0,0.0295693,5665.53,-65.0611,0,0,-0.0318244,0,55553.5,3926.49
2.278,0,0,0.0295369,5659.16,-67.4359,0,0,-0.0329911,0,55528.2,3924.64
2.279,0,0,0.0295034,5652.75,-69.8082,0,0,-0.0341565,0,55502,3922.72
2.28,0,0,0.0294686,5646.28,-72.1777,0,0,-0.0353205,0,55474.9,3920.73
2.281,0,0,0.0294327,5639.76,-74.5443,0,0,-0.0364832,0,55446.8,3918.68
2.282,0,0,0.0293957,5633.19,-76.908,0,0,-0.0376444,0,55418,3916.57
2.283,0,0,0.0293574,5626.56,-79.2687,0,0,-0.0388042,0,55388.2,3914.39
2.284,0,0,0.029318,5619.89,-81.6263,0,0,-0.0399624,0,55357.5,3912.15
2.285,0,0,0.0292775,5613.16,-83.9807,0,0,-0.041119,0,55326,3909.84
2.286,0,0,0.0292358,5606.39,-86.3317,0,0,-0.042274,0,55293.6,3907.47
2.287,0,0,0.029193,5599.56,-88.6794,0,0,-0.0434274,0,55260.4,3905.03
2.288,0,0,0.029149,5592.69,-91.0236,0,0,-0.044579,0,55226.2,3902.53
2.289,0,0,0.0291038,5585.77,-93.3641,0,0,-0.0457289,0,55191.2,3899.97
2.29,0,0,0.0290575,5578.8,-95.7011,0,0,-0.0468769,0,55155.4,3897.35
2.291,0,0,0.02901,5571.79,-98.0342,0,0,-0.0480232,0,55118.7,3894.66
2.292,0,0,0.0289614,5564.73,-100.363,0,0,-0.0491675,0,55081.1,3891.91
2.293,0,0,0.0289117,5557.62,-102.689,0,0,-0.0503098,0,55042.7,3889.1
2.294,0,0,0.0288608,5550.47,-105.01,0,0,-0.0514502,0,55003.5,3886.23
2.295,0,0,0.0288088,5543.28,-107.327,0,0,-0.0525886,0,54963.4,3883.3
2.296,0,0,0.0287557,5536.04,-109.64,0,0,-0.0537249,0,54922.5,3880.3
2.297,0,0,0.0287014,5528.76,-111.949,0,0,-0.054859,0,54880.8,3877.25
2.298,0,0,0.0286459,5521.44,-114.253,0,0,-0.055991,0,54838.2,3874.13
2.299,0,0,0.0285894,5514.07,-116.553,0,0,-0.0571208,0,54794.9,3870.96
2.3,0,0,0.0285317,5506.67,-118.848,0,0,-0.0582483,0,54750.7,3867.72
2.301,0,0,0.0284729,5499.22,-121.138,0,0,-0.0593736,0,54705.7,3864.43
2.302,0,0,0.0284129,5491.73,-123.424,0,0,-0.0604964,0,54659.9,3861.08
2.303,0,0,0.0283519,5484.2,-125.705,0,0,-0.0616169,0,54613.3,3857.67
2.304,0,0,0.0282897,5476.64,-127.981,0,0,-0.062735,0,54565.9,3854.2
2.305,0,0,0.0282264,5469.04,-130.251,0,0,-0.0638506,0,54517.7,3850.67
2.306,0,0,0.028162,5461.4,-132.517,0,0,-0.0649637,0,54468.7,3847.09
2.307,0,0,0.0280965,5453.72,-134.778,0,0,-0.0660742,0,54418.9,3843.45
2.308,0,0,0.0280299,5446,-137.033,0,0,-0.0671821,0,54368.4,3839.75
2.309,0,0,0.0279621,5438.26,-139.283,0,0,-0.0682873,0,54317.1,3836
2.31,0,0,0.0278933,5430.47,-141.527,0,0,-0.0693898,0,54265,3832.19
2.311,0,0,0.0278234,5422.65,-143.765,0,0,-0.0704896,0,54212.2,3828.32
2.312,0,0,0.0277523,5414.8,-145.998,0,0,-0.0715867,0,54158.6,3824.4
2.313,0,0,0.0276802,5406.92,-148.226,0,0,-0.0726809,0,54104.3,3820.43
2.314,0,0,0.027607,5399,-150.447,0,0,-0.0737722,0,54049.2,3816.4
2.315,0,0,0.0275326,5391.05,-152.663,0,0,-0.0748606,0,53993.4,3812.31
2.316,0,0,0.0274572,5383.07,-154.872,0,0,-0.0759461,0,53936.9,3808.18
2.317,0,0,0.0273807,5375.06,-157.076,0,0,-0.0770285,0,53879.6,3803.99
2.318,0,0,0.0273032,5367.01,-159.273,0,0,-0.078108,0,53821.6,3799.75
2.319,0,0,0.0272245,5358.94,-161.464,0,0,-0.0791843,0,53762.9,3795.45
2.32,0,0,0.0271448,5350.84,-163.648,0,0,-0.0802575,0,53703.5,3791.11
2.321,0,0,0.027064,5342.72,-165.826,0,0,-0.0813275,0,53643.4,3786.71
2.322,0,0,0.0269822,5334.56,-167.998,0,0,-0.0823944,0,53582.6,3782.26
2.323,0,0,0.0268992,5326.38,-170.163,0,0,-0.083458,0,53521.1,3777.76
2.324,0,0,0.0268152,5318.17,-172.321,0,0,-0.0845182,0,53459,3773.22
2.325,0,0,0.0267302,5309.94,-174.473,0,0,-0.0855752,0,53396.1,3768.62
2.326,0,0,0.0266441,5301.68,-176.617,0,0,-0.0866288,0,53332.6,3763.97
2.327,0,0,0.0265569,5293.39,-178.755,0,0,-0.0876789,0,53268.4,3759.28
2.328,0,0,0.0264687,5285.09,-180.885,0,0,-0.0887256,0,53203.5,3754.53
2.329,0,0,0.0263795,5276.76,-183.009,0,0,-0.0897688,0,53138,3749.74
2.33,0,0,0.0262892,5268.4,-185.125,0,0,-0.0908084,0,53071.9,3744.91
2.331,0,0,0.0261979,5260.03,-187.234,0,0,-0.0918445,0,53005.1,3740.02
2.332,0,0,0.0261055,5251.63,-189.335,0,0,-0.0928769,0,52937.7,3735.09
2.333,0,0,0.0260121,5243.22,-191.43,0,0,-0.0939057,0,52869.6,3730.12
2.334,0,0,0.0259177,5234.78,-193.516,0,0,-0.0949307,0,52801,3725.1
2.335,0,0,0.0258223,5226.32,-195.595,0,0,-0.095952,0,52731.7,3720.03
2.336,0,0,0.0257258,5217.85,-197.666,0,0,-0.0969696,0,52661.8,3714.92
2.337,0,0,0.0256283,5209.35,-199.73,0,0,-0.0979833,0,52591.3,3709.77
2.338,0,0,0.0255298,5200.84,-201.785,0,0,-0.0989931,0,52520.3,3704.57
2.339,0,0,0.0254303,5192.31,-203.833,0,0,-0.099999,0,52448.6,3699.33
2.34,0,0,0.0253298,5183.77,-205.872,0,0,-0.101001,0,52376.3,3694.05
2.341,0,0,0.0252283,5175.2,-207.904,0,0,-0.101999,0,52303.5,3688.73
2.342,0,0,0.0251258,5166.63,-209.927,0,0,-0.102993,0,52230.1,3683.36
2.343,0,0,0.0250224,5158.03,-211.942,0,0,-0.103983,0,52156.2,3677.96
2.344,0,0,0.0249179,5149.43,-213.948,0,0,-0.104969,0,52081.7,3672.51
2.345,0,0,0.0248124,5140.81,-215.947,0,0,-0.10595,0,52006.7,3667.03
2.346,0,0,0.024706,5132.18,-217.936,0,0,-0.106928,0,51931.1,3661.5
2.347,0,0,0.0245986,5123.53,-219.917,0,0,-0.107901,0,51855,3655.94
2.348,0,0,0.0244902,5114.87,-221.89,0,0,-0.10887,0,51778.3,3650.34
2.349,0,0,0.0243808,5106.21,-223.853,0,0,-0.109835,0,51701.2,3644.7
2.35,0,0,0.0242705,5097.53,-225.808,0,0,-0.110795,0,51623.5,3639.03
2.351,0,0,0.0241592,5088.84,-227.754,0,0,-0.111751,0,51545.4,3633.31
2.352,0,0,0.024047,5080.14,-229.691,0,0,-0.112702,0,51466.7,3627.57
2.353,0,0,0.0239338,5071.43,-231.619,0,0,-0.11365,0,51387.5,3621.78
2.354,0,0,0.0238197,5062.71,-233.537,0,0,-0.114592,0,51307.9,3615.96
2.355,0,0,0.0237047,5053.99,-235.447,0,0,-0.11553,0,51227.8,3610.11
2.356,0,0,0.0235887,5045.25,-237.347,0,0,-0.116464,0,51147.2,3604.22
2.357,0,0,0.0234717,5036.52,-239.238,0,0,-0.117393,0,51066.2,3598.3
2.358,0,0,0.0233539,5027.77,-241.12,0,0,-0.118317,0,50984.7,3592.35
2.359,0,0,0.0232351,5019.02,-242.992,0,0,-0.119237,0,50902.7,3586.36
2.36,0,0,0.0231154,5010.26,-244.854,0,0,-0.120152,0,50820.3,3580.34
2.361,0,0,0.0229948,5001.5,-246.707,0,0,-0.121062,0,50737.5,3574.29
2.362,0,0,0.0228733,4992.73,-248.55,0,0,-0.121967,0,50654.3,3568.21
2.363,0,0,0.0227509,4983.96,-250.383,0,0,-0.122868,0,50570.6,3562.1
2.364,0,0,0.0226275,4975.19,-252.206,0,0,-0.123763,0,50486.5,3555.96
2.365,0,0,0.0225033,4966.42,-254.019,0,0,-0.124654,0,50402,3549.79
2.366,0,0,0.0223782,4957.64,-255.823,0,0,-0.12554,0,50317.2,3543.59
2.367,0,0,0.0222523,4948.86,-257.616,0,0,-0.126421,0,50231.9,3537.36
2.368,0,0,0.0221254,4940.08,-259.399,0,0,-0.127297,0,50146.2,3531.11
2.369,0,0,0.0219977,4931.3,-261.172,0,0,-0.128168,0,50060.2,3524.83
2.37,0,0,0.0218691,4922.52,-262.934,0,0,-0.129034,0,49973.8,3518.52
2.371,0,0,0.0217396,4913.74,-264.687,0,0,-0.129895,0,49887,3512.18
2.372,0,0,0.0216093,4904.96,-266.428,0,0,-0.130751,0,49799.9,3505.82
2.373,0,0,0.0214781,4896.18,-268.16,0,0,-0.131601,0,49712.4,3499.44
2.374,0,0,0.0213461,4887.4,-269.88,0,0,-0.132446,0,49624.6,3493.03
2.375,0,0,0.0212132,4878.63,-271.59,0,0,-0.133286,0,49536.5,3486.59
2.376,0,0,0.0210795,4869.85,-273.29,0,0,-0.134121,0,49448,3480.13
2.377,0,0,0.020945,4861.09,-274.978,0,0,-0.134951,0,49359.2,3473.65
2.378,0,0,0.0208096,4852.32,-276.656,0,0,-0.135775,0,49270.1,3467.15
2.379,0,0,0.0206734,4843.56,-278.323,0,0,-0.136594,0,49180.7,3460.62
2.38,0,0,0.0205364,4834.8,-279.978,0,0,-0.137407,0,49091,3454.07
2.381,0,0,0.0203986,4826.05,-281.623,0,0,-0.138215,0,49001,3447.51
2.382,0,0,0.02026,4817.31,-283.257,0,0,-0.139018,0,48910.7,3440.92
2.383,0,0,0.0201206,4808.57,-284.879,0,0,-0.139815,0,48820.1,3434.31
2.384,0,0,0.0199804,4799.83,-286.491,0,0,-0.140607,0,48729.3,3427.68
2.385,0,0,0.0198394,4791.11,-288.091,0,0,-0.141393,0,48638.2,3421.03
2.386,0,0,0.0196976,4782.39,-289.679,0,0,-0.142173,0,48546.8,3414.37
2.387,0,0,0.019555,4773.68,-291.256,0,0,-0.142948,0,48455.2,3407.68
2.388,0,0,0.0194117,4764.98,-292.822,0,0,-0.143717,0,48363.4,3400.98
2.389,0,0,0.0192676,4756.28,-294.376,0,0,-0.144481,0,48271.3,3394.26
2.39,0,0,0.0191227,4747.6,-295.919,0,0,-0.145238,0,48179,3387.53
2.391,0,0,0.0189771,4738.92,-297.45,0,0,-0.14599,0,48086.4,3380.77
2.392,0,0,0.0188307,4730.25,-298.969,0,0,-0.146737,0,47993.6,3374.01
2.393,0,0,0.0186836,4721.6,-300.476,0,0,-0.147477,0,47900.7,3367.23
2.394,0,0,0.0185358,4712.95,-301.971,0,0,-0.148212,0,47807.5,3360.43
2.395,0,0,0.0183872,4704.32,-303.455,0,0,-0.148941,0,47714.1,3353.62
2.396,0,0,0.0182379,4695.7,-304.927,0,0,-0.149664,0,47620.5,3346.8
2.397,0,0,0.0180879,4687.09,-306.386,0,0,-0.150381,0,47526.8,3339.96
2.398,0,0,0.0179371,4678.49,-307.834,0,0,-0.151092,0,47432.8,3333.11
2.399,0,0,0.0177857,4669.9,-309.269,0,0,-0.151797,0,47338.7,3326.25
2.4,0,0,0.0176336,4661.33,-310.692,0,0,-0.152496,0,47244.5,3319.38
2.401,0,0,0.0174807,4652.77,-312.103,0,0,-0.153189,0,47150,3312.49
2.402,0,0,0.0173272,4644.22,-313.502,0,0,-0.153876,0,47055.5,3305.6
2.403,0,0,0.017173,4635.69,-314.888,0,0,-0.154557,0,46960.7,3298.69
2.404,0,0,0.0170181,4627.17,-316.262,0,0,-0.155232,0,46865.9,3291.78
2.405,0,0,0.0168625,4618.67,-317.623,0,0,-0.155901,0,46770.9,3284.85
2.406,0,0,0.0167063,4610.18,-318.972,0,0,-0.156564,0,46675.7,3277.92
2.407,0,0,0.0165494,4601.71,-320.308,0,0,-0.15722,0,46580.5,3270.98
2.408,0,0,0.0163918,4593.26,-321.631,0,0,-0.15787,0,46485.1,3264.03
2.409,0,0,0.0162336,4584.82,-322.942,0,0,-0.158514,0,46389.7,3257.07
2.41,0,0,0.0160748,4576.39,-324.241,0,0,-0.159152,0,46294.1,3250.11
2.411,0,0,0.0159153,4567.99,-325.526,0,0,-0.159784,0,46198.4,3243.13
2.412,0,0,0.0157552,4559.6,-326.798,0,0,-0.160409,0,46102.7,3236.16
2.413,0,0,0.0155945,4551.23,-328.058,0,0,-0.161028,0,46006.9,3229.18
2.414,0,0,0.0154332,4542.87,-329.305,0,0,-0.16164,0,45910.9,3222.19
2.415,0,0,0.0152712,4534.54,-330.538,0,0,-0.162246,0,45815,3215.19
2.416,0,0,0.0151087,4526.22,-331.759,0,0,-0.162846,0,45718.9,3208.2
2.417,0,0,0.0149456,4517.92,-332.967,0,0,-0.163439,0,45622.8,3201.2
2.418,0,0,0.0147818,4509.64,-334.161,0,0,-0.164026,0,45526.6,3194.19
2.419,0,0,0.0146175,4501.38,-335.342,0,0,-0.164606,0,45430.4,3187.18
2.42,0,0,0.0144526,4493.14,-336.51,0,0,-0.16518,0,45334.1,3180.17
2.421,0,0,0.0142871,4484.92,-337.665,0,0,-0.165747,0,45237.8,3173.16
2.422,0,0,0.0141211,4476.72,-338.807,0,0,-0.166308,0,45141.5,3166.15
2.423,0,0,0.0139545,4468.55,-339.935,0,0,-0.166862,0,45045.2,3159.13
2.424,0,0,0.0137874,4460.39,-341.049,0,0,-0.16741,0,44948.8,3152.11
2.425,0,0,0.0136197,4452.25,-342.151,0,0,-0.167951,0,44852.4,3145.09
2.426,0,0,0.0134515,4444.14,-343.238,0,0,-0.168485,0,44756,3138.08
2.427,0,0,0.0132827,4436.04,-344.312,0,0,-0.169013,0,44659.6,3131.06
2.428,0,0,0.0131135,4427.97,-345.373,0,0,-0.169534,0,44563.2,3124.04
2.429,0,0,0.0129437,4419.92,-346.42,0,0,-0.170048,0,44466.8,3117.02
2.43,0,0,0.0127734,4411.89,-347.453,0,0,-0.170556,0,44370.4,3110.01
2.431,0,0,0.0126026,4403.89,-348.473,0,0,-0.171057,0,44274.1,3103
2.432,0,0,0.0124313,4395.91,-349.479,0,0,-0.171551,0,44177.8,3095.98
2.433,0,0,0.0122595,4387.95,-350.471,0,0,-0.172038,0,44081.4,3088.98
2.434,0,0,0.0120872,4380.01,-351.449,0,0,-0.172519,0,43985.2,3081.97
2.435,0,0,0.0119144,4372.1,-352.414,0,0,-0.172993,0,43888.9,3074.97
2.436,0,0,0.0117412,4364.22,-353.364,0,0,-0.17346,0,43792.7,3067.97
2.437,0,0,0.0115675,4356.35,-354.301,0,0,-0.17392,0,43696.6,3060.97
2.438,0,0,0.0113934,4348.52,-355.223,0,0,-0.174373,0,43600.5,3053.98
2.439,0,0,0.0112188,4340.7,-356.132,0,0,-0.174819,0,43504.5,3046.99
2.44,0,0,0.0110437,4332.91,-357.026,0,0,-0.175259,0,43408.5,3040.01
2.441,0,0,0.0108683,4325.15,-357.907,0,0,-0.175691,0,43312.6,3033.04
2.442,0,0,0.0106924,4317.41,-358.773,0,0,-0.176117,0,43216.7,3026.07
2.443,0,0,0.010516,4309.7,-359.625,0,0,-0.176535,0,43121,3019.1
2.444,0,0,0.0103393,4302.01,-360.463,0,0,-0.176947,0,43025.3,3012.14
2.445,0,0,0.0101621,4294.35,-361.287,0,0,-0.177352,0,42929.7,3005.19
2.446,0,0,0.00998459,4286.71,-362.096,0,0,-0.17775,0,42834.2,2998.25
